-2.59916,0.438496,0.094013,2
-2.82704,-0.074139,0.54136,2
-3.30806,0.919403,-0.091698,2
-3.31579,0.017903,0.703027,2
-2.83358,-0.684569,0.298511,2
-2.72215,-0.502344,0.245003,2
-2.45781,-0.601538,0.548791,2
-2.76254,-0.540911,0.251193,2
-3.05486,-0.220749,0.858853,2
-3.63205,-0.045369,0.497112,2
-2.57583,-0.752408,-0.225828,2
-2.85336,-0.788934,-0.276868,2
-2.18673,-0.536953,-0.08933,2
-3.97039,-0.017968,0.097194,2
-3.96103,-0.111044,0.022821,2
-3.33203,-0.22133,-0.410873,2
-3.01301,-0.082401,-0.750346,2
-3.5958,-0.25031,-0.26069,2
-3.16358,0.286805,-0.843201,2
-3.38199,0.308228,-0.689706,2
-3.46409,0.458797,-0.745681,2
0.420118,3.05557,0.230617,3
0.619487,3.28534,0.278274,3
0.450086,2.84434,0.073905,3
-0.116409,2.61889,0.576378,3
-0.007967,2.91813,0.390422,3
0.394178,2.7729,0.583035,3
0.28994,2.60696,0.767379,3
0.218436,3.06754,0.030236,3
0.659865,3.44632,-0.101455,3
0.432449,3.77449,0.096256,3
0.268449,3.66207,-0.103739,3
-0.003684,2.46031,0.323449,3
0.175357,3.71525,0.344842,3
0.016665,2.98692,-0.265349,3
0.715985,3.46744,-0.171137,3
0.854454,2.89523,-0.335877,3
0.308424,3.29321,-0.383773,3
0.27221,2.28747,-0.243128,3
0.135451,2.12925,0.320246,3
-0.362217,2.65711,0.01996,3
-0.350178,2.51535,0.695052,3
-0.294208,3.29689,-0.174357,3
-0.047549,3.63456,0.613045,3
0.186843,3.70669,-0.259004,3
0.444504,3.49151,-0.745843,3
-0.561919,3.33417,0.068536,3
-0.003839,3.10772,-0.876719,3
-0.811876,2.97692,-0.40471,3
-0.601582,3.5485,0.101766,3
0.109072,-2.87274,-0.972276,4
-0.25541,-2.57379,-0.369218,4
-0.185927,-2.83419,-0.871306,4
-0.15729,-3.03524,-0.447355,4
-0.148243,-2.34874,-0.198939,4
-0.380327,-2.12067,-0.201018,4
-0.078679,-2.96919,-0.085163,4
-0.118512,-2.39166,-0.116857,4
0.436804,-2.84906,-0.705822,4
0.638189,-2.8859,-0.535134,4
-0.436461,-3.18961,-0.874082,4
-0.609027,-2.31655,0.05604,4
-0.448767,-2.89257,0.036684,4
-0.715655,-3.17432,-0.415442,4
0.042376,-3.0134,0.26318,4
0.053112,-3.69483,-0.446254,4
-0.253287,-2.3555,0.53801,4
-0.05833,-3.53988,0.156878,4
-0.763126,-3.12153,0.012815,4
0.856338,-2.92892,-0.105247,4
0.725907,-2.6427,-0.392598,4
0.76406,-2.97482,0.304909,4
0.273431,-3.54905,0.602433,4
0.563714,-2.66893,0.272222,4
-0.262387,-2.7936,0.893868,4
-0.015747,-3.60147,0.678772,4
0.374246,-3.88149,-0.178669,4
0.50729,-3.69845,-0.126832,4
0.378156,-3.74247,0.42604,4
-0.447773,-0.165269,2.39546,5
-0.499959,-0.102398,2.91883,5
-0.68149,-0.388565,2.85231,5
-0.542543,0.386463,2.91746,5
-0.306005,-0.915958,2.8843,5
0.280057,-0.332023,2.2802,5
0.074276,-0.44986,2.28956,5
-0.234023,0.508787,2.6277,5
0.215945,-0.323846,2.19541,5
-0.687687,0.5331,2.86425,5
-0.031152,0.385966,3.1067,5
-0.106313,0.539686,3.36243,5
-0.550777,0.820583,2.88814,5
-0.150402,0.774676,3.2367,5
-0.175775,0.816718,2.81091,5
-0.333692,0.726125,2.75534,5
0.278688,-0.67851,3.01906,5
0.40849,-0.752991,2.70834,5
0.40274,0.309218,2.18472,5
0.33853,-0.722352,2.40205,5
0.26075,0.391448,2.1767,5
0.58395,0.25262,3.16445,5
0.187892,0.099277,3.3971,5
-0.073884,0.856673,3.44936,5
0.093523,0.595698,3.53253,5
-0.114414,0.026251,3.89939,5
0.628733,-0.136098,2.96167,5
0.777033,0.217745,2.67115,5
0.862612,-0.257097,3.33962,5
-0.057589,0.548771,-3.07203,6
-0.169119,0.400328,-2.8533,6
-0.512238,0.372109,-3.35713,6
-0.530334,0.571733,-3.12228,6
-0.694187,0.258777,-2.41172,6
-0.506192,0.433538,-2.6086,6
-0.410898,0.467216,-3.64399,6
0.257191,0.114881,-2.92968,6
-0.001328,0.275274,-2.36717,6
-0.086874,0.138084,-3.15274,6
0.033866,0.301424,-2.94916,6
0.488731,0.68226,-3.02639,6
0.143306,0.578726,-3.65751,6
-0.110876,0.163359,-3.0389,6
0.175738,-0.053478,-2.73375,6
-0.558094,-0.138533,-2.73183,6
-0.299275,0.071281,-3.64259,6
-0.108157,-0.083104,-3.90929,6
0.662499,-0.378195,-2.90085,6
0.64518,-0.276585,-2.87779,6
0.640575,-0.52869,-2.88258,6
0.647696,0.44422,-2.80781,6
-0.406362,-0.334541,-2.8856,6
-0.320178,-0.530404,-2.43054,6
-0.36578,-0.491918,-2.48367,6
-0.510091,-0.617806,-3.5439,6
0.228327,-0.513736,-3.60066,6
0.396046,-0.858377,-3.12687,6
0.660425,-0.259537,-3.67196,6
